id,trigger_event_id_OLD,trigger_event_id,tide_gauge_id,date_from,date_to,date_specificity,date_certainty,year_comment,month_comment,day_comment,placename,latitude,longitude,validity,is_tsunami_observed,is_tsunami_observed_certainty,is_seiche_observed,is_seiche_observed_certainty,source_material,discussion,time_arrival_from,time_arrival_to,time_arrival_specificity,time_arrival_certainty,time_arrival_comment,time_elapsed,time_elapsed_certainty,surge_duration_lower,surge_duration_upper,surge_duration_certainty,max_effective_peak-trough_lower,max_effective_peak-trough_upper,max_effective_peak-trough_certainty,time_peak-effective_from,time_peak-effective_to,time_peak-effective_specficity,time_peak-effective_certainty,time_trough-effective_from,time_trough-effective_to,time_trough-effective_specificity,time_trough-effective_certainty,time_peak-trough-effective_comment,time-elapsed_peak-trough-effective_lower,time-elapsed_peak-trough-effective_upper,time-elapsed_peak-trough-effective_certainty,max_effective_zeropeak,max_effective_zeropeak_comment,max_effective_zeropeak_certainty,time_zeropeak-effective_from,time_zeropeak-effective_to,time_zeropeak-effective_specificity,time_zeropeak-effective_certainty,time_zeropeak-effective_comment,time-elapsed_zeropeak-effective_lower,time-elapsed_zeropeak-effective_upper,time-elapsed_zeropeak-effective_certainty,predominant_periods,is_first_motion_up,tidal_records,reference_datasource,time_arrival_expected_from,time_arrival_expected_to,time_arrival_expected_specificity,time_arrival_expected_certainty,time_arrival_expected_comment,obs_time_first_arrival_from,obs_time_first_arrival_to,obs_time_first_arrival_specificity,obs_time_first_arrival_certainty,obs_time_first_arrival_comment,obs_first_arrival_comments,traveltime_firstarrival_lower,traveltime_firstarrival_upper,traveltime_firstarrival_certainty,obs_observed_time_lapsed_lower,obs_observed_time_lapsed_upper,obs_observed_time_lapsed_certainty,obs_surge_duration_min_lower,obs_surge_duration_min_upper,obs_surge_duration_min_certainty,obs_max_peak-trough_lower,obs_max_peak-trough_upper,obs_max_peak-trough_certainty,obs_time_max_peak-trough-effective_comment,obs_time_max_peak-effective_from,obs_time_max_peak-effective_to,obs_time_max_peak-effective_specificity,obs_time_max_peak-effective_certainty,obs_time_max_trough-effective_from,obs_time_max_trough-effective_to,obs_time_max_trough-effective_specificity,obs_time_max_trough-effective_certainty,obs_water_elevation_shore_lower,obs_water_elevation_shore_upper,obs_water_elevation_shore_certainty,obs_time_max_elevation_comment,obs_time_max_elevation_from,obs_time_max_elevation_to,obs_time_max_elevation_specificity,obs_time_max_elevation_certainty,obs_height_max_at-inundation_lower,obs_height_max_at-inundation_upper,obs_height_max_at-inundation_certainty,obs_height_max_at-inundation_comment,obs_time_max_height_from,obs_time_max_height_to,obs_time_max_height_specificity,obs_time_max_height_certainty,obs_time_max_height_comment,obs_waterheight_at-inundation_proxy_max,obs_waterheight_at-inundation_proxy_min,obs_height_onshore,obs_max_onshore_flow_depth,obs_extent_inundation_lower,obs_extent_inundation_upper,obs_extent_inundation_certainty,obs_extent_inundation_comment,obs_heigth_max_inundation_lower,obs_heigth_max_inundation_upper,obs_heigth_max_inundation_certainty,obs_heigth_max_inundation_comment,obs_time_max_height_inundation_from,obs_time_max_height_inundation_to,obs_time_max_height_inundation_specificity,obs_time_max_height_inundation_certainty,obs_time_max_height_inundation_comment,obs_distance_travelled_lower,obs_distance_travelled_upper,obs_distance_travelled_certainty,obs_distance_travelled_comment,obs_height_max_bore_lower,obs_height_max_bore_upper,obs_height_max_bore_certainty,obs_is_first_motion-up,obs_is_first_motion-up_certainty,obs_predominant_period_lower,obs_predominant_period_upper,obs_predominant_period_certainty,obs_predominant_period_comment,obs_no_sig-waves,obs_wave_type,obs_wave_type_certainty,obs_fatalities,obs_fatalities_certainty,obs_injuries,obs_injuries_certainty,obs_damage,obs_intensity_lower,obs_intensity_upper,obs_threat_level,obs_threat_level_certainty,obs_measurement_type,obs_photographs,impact_summary,reference_ids,completeness,previous_database
24,20,20,,23/1/1855,23/1/1855,d,1,1855,January,23,Wairoa,-39.04126398,177.4264674,4,FALSE,1,TRUE,1,"[During the earthquake] The water of the river was dashing on the bank two or three yards about its usual height from the motion. (Hamlin, 1855)",This account clearly describes seiching in association with the passage of seismic waves rather than tsunami.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SEISMIC SEICHE ONLY OBSERVED,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,0,1,,,see source event,,see source event,see source event
25,20,20,,23/1/1855,23/1/1855,d,1,1855,January,23,Wanganui,-39.93110648,175.0465511,4,FALSE,1,,,"No known accounts of tsunami, see discussion next column.","Of a number of accounts of the earthquake and its effects in Wanganui given in Downes & Grapes (1999), none indicate the occurrence of fluctuations in water levels in the river. Further, a person who traversed the beach between Wanganui and Waitotara (west of Wanganui) the morning after the earthquake makes no comment on a higher than normal sea levels or any evidence that they occurred during the night (see Grapes & Downes, 1997). The tide would have been rising and at a mid-tide level by the time the tsunami generated in Cook Strait (vs any small effects from the possible uplift/subsidence along the Kapiti coast) arrived and hence, heights less than the high water mark (~1 m) at this time would not leave any trace. The lack of any effects up river at Wanganui itself suggest the tsunami along this part of the coast was almost certainly less than 1m, and probably less than 0.5 m.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/1/1855 22:30,23/1/1855 22:30,t,1,,,,,,,"Arrival time is based on the tsunami from deformation in Cook Strait, and ignores any minor subsdence/uplift along the west coast.",1.5,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5,2,,23/1/1855 0:00,23/1/1855 0:00,d,1,Unknown,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,1,1,1a,,see source event,,see source event,see source event
26,20,20,,23/1/1855,23/1/1855,d,1,1855,January,23,Waitarere Beach [default location for coast between Wellington and Wanganui],-40.55121764,175.1996734,4,TRUE,2,,,"""[The Taranaki Herald] also says that in the road between Wanganui and Wellington there are cracks eight feet wide rendering it impassable, and in other places where the ground had been quite dry ... water was ... for miles two feet deep. We have conversed with persons who travelled from Wellington to Wanganui and back again, immediately after the earthquake on the 23rd January, and who solemnly declare that they never saw anything of the kind."" (Wellington Independednt 28 February 1855)","The accounts of inundation being observed between Wellington and Wanganui offer little conclusive evidence of tsunami. However, the newspaper that denied that the main route to Wanganui, which was the beach in this era, was impassable because of ground cracks and because there was water across it, is known to have attempted to play down the effects of the earthquakes for political reasons (see Grapes & Downes 1997). Ground cracking, the seiching of coastal lakes, and liquefaction effects (sand fountaining and water expulsion) were common as far north as Wanganui. These effects, however common, are unlikely to cause flooding to 60 cm deep consistently over an extended area as described. Further, as a tsunami was observed as far as Waikawa Beach, it would not be unexpected that it was observable some distance further north. At the time thae main part of the tsunami from Cook Strait would be expected to arrive the tide was 2.5 hours past LW, i.e. near mean sea level. Hence to have flooded the foreshore the tsunami would need to be at least 1.4 m (0-HW + 0.6 m), less if the largest waves were later.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/1/1855 22:00,23/1/1855 22:00,t,1,,,,,,,"Arrival time is based on the tsunami from deformation in Cook Strait, and ignores any minor subsdence/uplift along the west coast.",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.5,2,,23/1/1855 0:00,23/1/1855 0:00,d,1,unknown,1.5,,,,,,,,1.5,1.5,2,,23/1/1855 0:00,23/1/1855 0:00,d,1,unknown,,,,,,,,,,,,,,,,,,,,,,U,U,2,1,1a,,see source event,,see source event,see source event
27,20,20,,23/1/1855,23/1/1855,d,1,1855,January,23,Waikawa Beach,-40.69,175.15,4,TRUE,1,,,"In the morning [after the earthquake] we saw that the sea-waves had come up to the front of the house, leaving hundreds of fish stranded on the sand. (Bevan, 1905)","Bevan lived near the mouth of the Waikawa River, which in 1855 exited to the sea jointly with the Ohau River, probably through the large lagoon south of the present Ohau River mouth. The tide at Waikawa at the time of the earthquake was about 1.5 hours after LW and was not a spring tide. The expected travel time of the first arrival from deformation in Cook Straiit was just over 1 hrs, suggesting that, to deposit fish close to the house (presumed to have been at least 1.5 m above MHWS), the tsunami needed to reach about 1.5 -2.5 m above sea level at the time, dependent on when the largest waves occurred.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/1/1855 22:00,23/1/1855 22:00,t,1,,23/1/1855 00:00,23/1/1855 00:00,d,1,During night,"Arrival time is based on the tsunami from deformation in Cook Strait, and ignores any minor subsdence/uplift along the west coast.",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,2.5,2,,23/1/1855 0:00,23/1/1855 0:00,d,1,During night,2.5,1.5,,,,,,,2.5,2.5,2,,23/1/1855 0:00,23/1/1855 0:00,d,1,During night,,,,,,,,,,,,,,,,,,,,,Fish stranded,VI,VI,2,1,1a,,see source event,,see source event,see source event
28,20,20,,23/1/1855,23/1/1855,d,1,1855,January,23,Motupipi River,-40.85622721,172.8318178,4,FALSE,1,TRUE,1,"[During the earthquake] Water in the [Motupipi?] river slapped from side to side against the banks. (Millar, 1943)","The water disturbance observed in the Motupipi River is clearly the result of a seismic seiche, not tsunami. No accounts of tsunami west of Nelson have been found, but the population was extremely sparse. Hence, a small tsunami may have occurred, but not been observed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SEISMIC SEICHE ONLY OBSERVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,,,,,see source event,,see source event,see source event
29,20,20,,23/1/1855,23/1/1855,d,1,1855,January,23,Porirua Harbour [Default location: Paremata],-41.10718552,174.8701407,4,TRUE,1,,,"""At Paramatta [Paremata] there was a subsidence of parts of the harbour, boats that had been pulled up on the sand floating over several feet of water"" (Fildes collection, unknown date); ""fortunately the Mouth of our Harbour [Wellington] being too Small to admit its full force ... but from this impediment it divided itself, the greatest force entering the Next or Porirua Harbour. (Hort, 1855); after the earthquake the tidal flats at Pahautanui [Pauatahanui] were permanently raised above high tide, and were for a time noisome on account of putrefying shell-fish and other marine matter (Adkin, 1921)","There seems little doubt that a tsunami reached Porirua Harbour, but details are absent. As the tide was 1.7 hours after LW at the time of the earthquake and the travel time of the principal part of the tsunami was about 0.5 hr, the first arrival of the tsunami would have been at a tide level about 0.1 m below MSL, suggesting an elevation of at least 1.6 m at Paramata, possibly higher given the indication what it was higher than in Wellington, where at least 2-2.5 m was experienced in Wellington Harbour near where Hort lived. Greater heights were experienced in Evans Bay (q.v.). Decaying shelfish at Pauatahanui may have been deposited by the tsunami as much as by the uplift, which Grapes & Downes (1997) estimate was about 0.3 m.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/1/1855 21:30,23/1/1855 21:30,t,1,,23/1/1855 00:00,23/1/1855 00:00,d,1,During night,,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,,23/1/1855 0:00,23/1/1855 0:00,d,1,During night,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,2,1,1a,,see source event,,see source event,see source event
30,20,20,,23/1/1855,23/1/1855,d,1,1855,January,23,Petone-Wellington Road [Default location: near Horokiwi],-41.22728653,174.8488766,4,TRUE,1,,,"""There was a coach being driven along this [Wellington to Hutt Valley] road when the earthquake came. The driver did not know what had gone wrong with his horses; he kept whipping them up, and they kept floundering about; the next thing he knew they were splashing in water, the sea was coming over the road. Next day there was [sic] fish all the way along near the road, left high and dry.” (Kilmister, 1932)","According to NIWA Tide Forecaster (http://www.niwa.co.nz/services/free/tides)), HW occurred at 21:00 NZMT January 23, within a few minutes of the earthquake. The road to the Hutt Valley was not far above HW (see Figure 11 in Grapes & Downes (1997)) - waves swept over it in rough weather and the tsunami need only be a metre or so to inundate the road. There is no indication that is was any larger than this, or life-threatening. It is possible that later waves may have been larger, but unlikely given that no evidence was later presented of more significant inundation. Note that Grapes & Downes (1997) considered the tsunami to have three generation mechanisms within Wellington Harbour - sudden horizontal dislocation, differential uplift across the Harbour, and deformation outside the Harbour in Cook Strait.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/1/1855 21:02,23/1/1855 21:02,t,1,,23/1/1855 21:02,23/1/1855 21:02,t,1,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,23/1/1855 21:02,23/1/1855 21:02,t,1,21:02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,V,2,1,1a,,see source event,,see source event,see source event
31,20,20,,23/1/1855,23/1/1855,d,1,1855,January,23,Seaview,-41.246,174.902,4,TRUE,1,,,"""The Waiwetu River had a large mud bank on each side of it next morning after the earthquake. One settler informed me that in the early days fair sized craft used to sail up to Waiwetu River and one small schooner which was at anchor in the river at the time of the earthquake was found high and dry on a mud bank next morning the water having receded through the land being thrown up."" (Iorns, 1904); ""... in the Hutt district, from the rising of the water and the action of the earthquake together, the bridge over the Hutt River has been thrown down (NZ Spectator and Cook’s Strait Guardian January 25 1855; Jones, 1855a)","The stranding of the schooner, the creation of new sand/mud banks and the sideways movement of the already collapsed bridge (which was 2-3 km upstream) could be attributable to tsunami. However, uplift of approx 1.5-2 m occurred at this location, and extensive liquefaction occurred throughout the area. It is difficult to suggest possible heights - there is no indication of a tsunami exceeding say, 2-3 m generally along this part of the harbour as a larger tsunami would have washed over the nearby Petone beach and into the Maori Pa on the Waiwhetu Stream. The tide was within a few minutes of HW at the time of the earthquake.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/1/1855 21:02,23/1/1855 21:02,t,1,,23/1/1855 21:02,23/1/1855 21:02,t,1,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,,23/1/1855 0:00,23/1/1855 0:00,d,1,During night,3,2,,,,,,,2.6,3.6,2,,23/1/1855 0:00,23/1/1855 0:00,d,1,During night,,,,,,,,,,,,,,,,,,,,,,U,U,2,1,1a,,see source event,,see source event,see source event
32,20,20,,23/1/1855,23/1/1855,d,1,1855,January,23,Port Nelson,-41.26,173.27,4,FALSE,1,,,"No known accounts of tsunami, see discussion next column.","Fraser (1998) database lists ""wave reported"" at Nelson, citing Grapes & Downes (1997) and Downes & Grapes (1999). However, neither of these references have any accounts of tsunami at Nelson, Grapes & Downes (1997) speciifcally stating on page 339, "" no changes in water levels are noted at Nelson"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/1/1855 22:30,23/1/1855 22:30,t,1,,,,,,,,1.5,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT OBSERVED,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,I,0,1,1a,,see source event,,see source event,see source event
33,20,20,,23/1/1855,23/1/1855,d,1,1855,January,23,Lambton Quay/ Wellington,-41.28210391,174.7759794,4,TRUE,1,,,"Note: Lambton Quay was called The Beach in 1855. ""immediately after the shock the sea had rolled in and flooded all the road along the beach"" (Bennett, 1855); [Soon after the earthquake] the sea was slowly but surely bubbling over the breastwork and into some of the establishments [along Lambton Quay]. Women and children, half clothed, were rushing to and for, wringing their hands, praying and crying, afraid to stay within their houses, and terrified at the sight of the encroaching tidal wave. Many immediately fled to the Terrace for fear of inundation, but soon returned upon finding that the sea had receded."" (Blake, 1909); ""[During the earthquake, near corner of Lambton Quay and Mulgrave Street, while running to the Terrace] I could hear the waves dashing on the beach ... About two o'clock on the morning after the shock, I went down to the beach and there found alarm and confusion prevailing amongst the inhabitants, and very considerable damage done to property, and that the waters of the harbour had risen from two to three feet higher than they had ever been known to do, and had flooded some of the houses on the low beach"" (Carter, 1866); "" The first thing we noticed [early in the morning after the shock] was the extreme lowness of the tide; the sand extended far beyond its usual limits, and then all at once it was covered again by the sea, this advancing and receding of the tide took place three times in twenty minutes, and eventually left the harbour raised about three feet. The Beach where all the shops are situated was a miserable picture, few houses uninjured whilst many were perfect wrecks, and the contents of many of the shops were floating about on the water or thrown up on the shore."" (Coote, 1855); ""The tide at the time of the first shock was high and immediately rose several feet and flooded the streets facing the sea [i.e. Lambton Quay] several feet deep; it then receded lower than it was ever before known to do and afterwards for eight hours kept ebbing and flowing every half hour."" (Drury, 1855); [p12] ""... was walking along Lambton Quay when the first of three shocks took place. He was thrown to the ground, and while trying to rise the sea, carrying logs of wood and debris, rushed in, and lifted him off his feet…. The sea rushed into houses in Lambton Quay ""to add to the general consternation the sea poured over the road on Lambton-quay, and entered the buildings along the waterfront. (Fildes newspaper clippings, dates unknown); ""The tidal wave ... was very evident; thirty or 40 feet high in the straits, and Palliser bay; and even in the harbour 8 or 10 - flowing into houses across the road [Lambton Quay], some 20 or 30 yards above high water mark."" (Fox, 1855); Accompanying the first shock was "" a tidal Wave which washed into Several of the Stores on the Beach, fortunately the Mouth of our Harbour being too Small to admit its full force, or it most probably would have Swept all on the Beach as a deluge, but from this impediment it divided itself, the greatest force entering the Next or Porirua Harbour"" (Hort, 1855); During the first or grand shock the tide rose several feet and flooded the floors of the shops facing the sea - the water then receded to many yards lower tide than had ever been known before even during extraordinary Spring Tides - indeed during the whole night the tides kept ebbing and flowing every 25 or 30 minutes….The tide at the first shock was high and immediately rose several feet and flooded the street up to the houses facing the sea - it then went down and receded lower than it ever was before known to do and afterwards until the following morning kept ebbing and flowing every half hour…. (Jolliffe, 1855); The tidal level appears to have risen some seven or eight feet and consequently overflowed Lambton Quay. A portion of the brick sea wall now in course of erection was destroyed. It receded almost immediately and continued to ebb and flow at short intervals (from 20 min to ?) during the remainder of the night ebbing far beyond Low Water Springs mark but I believe not again flowing after the first severe shock beyond the High Water mark…. (Jones, 1855a); The tidal wave appears to have risen seven or eight feet and overflowed Lambton Quay, destroying some part of the brick sea wall now in course of erection; it receded almost immediately but continued to ebb and flow suddenly the remainder of the night; the Barquantine grounded four times; it recede by many yards beyond the low water springs mark. (Jones, 1855b); In town the waters of the harbour were thrown across Lambton Quay, and flooded all the shops along the waterfront, causing everyone to seek safety on the higher levels. (Keys, 1919); ""The sea was greatly disturbed by the succession of shocks and as its intrusion along the foreshore threatened our house, we scrambled up the back to Mulgrave Street [Wellington City], where the Cathedral now stands and found a number of people already assembled ther"" (Matthews, ca. 1925a, similar in Matthews, ca. 1925b); ""The immediate effect of the upheaval being, to set the water of the harbour rolling or flowing from each side alternatively to the other, with the result that first the sea came over Lambton Quay, and into the shops 3 or 4 feet deep, then it would recede, leaving the vessels in port aground at their anchors"" (Meredith, 1898); ""At 11 minutes past 9 o'clock, p.m., the gale still blowing strong, we felt suddenly an uncommon and disagreeable grinding, as if the ship was grating over a rough bottom. It continued with severity for more than a minute, the ship slewed broadside to the wind; we were then in 6 fathoms, so there was little doubt but that it was an earthquake.... Lieutenant Jones and myself immediately landed. We found the tide alternately ebbing and flowing…. But a more interesting and extraordinary phenomenon occurred (I say extraordinary, because no person appears to have observed it in the earthquake of 1848); for eight hours subsequent to the first and great shock, the tide approached and receded from the shore every 20 minutes, rising from eight to ten feet, and receding four feet lower than at spring tides. One ship, I heard, was aground at her anchorage four times. The ordinary tide seemed quite at a discount, for the following day (24 h) it scarcely rose at all…. We returned to the ship at 2 a.m., the tide having at that time receded about 4 feet lower than at ordinary spring tide."" (NZ Spectator and Cook’s Strait Guardian February 7 1855); ""I am inclined to believe that the upheaving which certainly did take place on the 23rd ult. was the work of that instant, and within the following 12 hours, when the sea was seen approaching and receding in such an extraordinary manner"" (NZ Spectator and Cook’s Strait Guardian February 24 1855);"" The tide rose about 4 feet above high water mark and where the beach is low the water was 1 foot high in some of the shops and then receded and rose every 10 or 15 minutes."" (Pilcher, 1855); ""the sea had arisen three times in a huge wave and dashed over the sea wall and up to the houses along the strand, finally receding to several feet below its original level"". (Smith, 1855); ""During the whole of the night and morning, the sea gently ebbed and flowed every quarter of an hour, flowing completely over our front garden, several times advancing as far as the sill of the front door and retreating to such a distance as to leave the piles of the five jetties near by, erected by Baron Alzdorf and Mr Charles Brown, so free of water that one could walk around the outermost of them dry shod, the water being some fifty feet away; while the vessels moored close to the shore lay on their sides high out of the water"" (Taine, 1855); ""Then came an immense tidal wave, rushing up to the then one sided street of Lambton Quay, and washing things out of the shops. A box of toilet soaps washed out of the only chemist (Mr Barraud), was picked up by my husband, then a lad. When it retreated the whole bay was left high and dry so to speak, as far as the Man of War anchorage for about 15 minutes - thousands of dead fish were piled up from Oriental Bay right round to Petone, but a lesser tidal wave swept them away and relieved the townspeople's fear of pestilence."" (Withers, 1901)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/1/1855 21:02,23/1/1855 21:02,t,1,,23/1/1855 21:02,23/1/1855 21:02,t,1,,"The first surges came in during or immediately after the strong shaking, see Grapes & Downes for description of the three elements of tsunami generation: impulsive horizontal movement, differential uplift within the harbour, uplift external to the harbour.",0,0,1,0,0,1,12,,2,,,,,,,,,,,,,,,,,,,,,1.2,2.4,2,,23/1/1855 21:02,,t,2,21:02+,2.4,1.2,,,30,30,1,,,,,,,,,,,,,,,,,,TRUE,1,20,20,1,,,RRF,1,,,,,"houses and shops inundated, goods damaged, sea wall destroyed",VII,VII,2,1,1a,,see source event,,see source event,see source event
34,20,20,,23/1/1855,23/1/1855,d,1,1855,January,23,Cape Terawhiti,-41.28829892,174.6165934,4,TRUE,1,,,"""One most curious effect was the masses of fish thrown up on the beach between town and Terawhiti. They were carried up by the great wave, and left stranded there above the high water mark, and the late Mr. John McMenamin of Terawhiti station used to tell us of his ride along this bank of fish, his horse floundering and slipping among them as he galloped homeward after the 'quake'."" (Keys, 1919)","The deposition of fish usually occurs when the inundation is fast and significant, i.e. at least 1-2 m. Although the location is within the area of uplift the largest waves probably didn't arrive for 10 minutes or so.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/1/1855 21:02,23/1/1855 21:02,t,1,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,,23/1/1855 21:10,23/1/1855 21:30,t,2,21:10-21:30 (assumed),4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish stranded,VI,VII,3,1,1a,,see source event,,see source event,see source event
35,20,20,,23/1/1855,23/1/1855,d,1,1855,January,23,"Evans Bay, Wellington",-41.31,174.8,4,TRUE,1,,,"""The low neck of Watt's Peninsular was submerged about three feet, to the infinite alarm of many who were camped there that night on the occasion of the races."" (Anon. 7); ""the great earthquake ... sent the sea right across land from Lyall Bay to Evans Bay, and left all the flat land that then existed there covered in fish. The sand hills that are there now have sprung up since that great earthquake."" (Brightwell, 1917); ""Mr Drummond, living at Kilbirnie in the 1850’s, had seen fish cast ashore beyond where the Bitumen Plant stood, and that a large surf boat was carried by the tidal wave from Evans Bay and left half way across the isthmus where it was found three weeks later hidden amongst toe toe [toi toi] and flax."" (Christie, 1953); ""All around the harbour is a belt of mussel shells in some places a foot or more deep that were thrown up after the first grand shock - fish - crayfish and other creatures of the sea were thrown up along the coast in numbers and close to Wellington beds of oysters were exposed by being left by the low tide when previously they were well covered with water. At Lyall Bay the tidal wave flowed over the low ground for a considerable distance and left lots of fish dead on the racecourse."" (Jolliffe, 1855); ""a great wave, which swept across the sands as far as Burnham Water and rushed up into the gullies of the hills beyond."" (Keys, 1919); ""The dead fish were not seen or heard of by Mr. Roberts except where the wave came into the lake [Burnham Water] near Wellington."" (Lyell, 1956a); Tidal wave flowed inland near to Wellington & left fish wh. died near Wellington - it came in over the race-source [sic] ... Burnham water a small lake in the centre of the course - not all the fish were washed -wave in the night (Lyell, 1856b); At the time of the shock, great sea waves rolled in upon the coast and for several weeks the tides were irregular. Dead fish were dumped by the waves on the race course at Wellington during the earthquake, and Mr Mantell relates that various vessels in Cook Strait reported numerous dead fish floating on the sea, some of them species never before seen. (Lyell, 1856d); [Based on reminiscences and family stories] Next day it was seen that the shake had been accompanied by an exceptionally high tide which left thousands of fish on the sandhills between Evans Bay and Lyall's Bay. During an earthquake in 1848 or 1855 (the latter year, I think) the waters of the two bays met….The morning after the earthquake, William, the eldest son, aged 12 years, was sent on horseback to ascertain how the Doughertys at the Pilot Station had fared. To avoid the dangerous tides, he took the route over the hills between Ludlams Gully and the little lagoon above the foothills. Riding around to Houghton Bay, William and Elizabeth found an enormous quantity of fish caught high and dry in a very simple manner. The phenomenal tide rose over a field of rushes which acted as a strainer to hold the fish as the waters receded…. (Sutherland, 1947)","Evans Bay was in 1855 larger than it is today, several hundred metres having been reclaimed since. The distance from Lyall Bay to Evans Bay, i.e. across the Rongotai isthmus, was about 1 km in 1855. The only residents of the Lyall Bay-Evans Bay area, lived on the surrounding hills, and the isthmus was in its natural state, a swampy area filled with flax and toi-toi. It is uncertain how extensive the sandhills were in 1855, one writer suggesting these may have come afterwards, perhaps the 2 m or so uplift in this area (Grapes & Downes, 1997) contributing to their formation. That the tsunami swept inland from the Evan's Bay side as the Lyall Bay side of the isthmus is indicated by the surf boat pulled up on the sand in Evans Bay being found ""half way across the isthmus"". Noting that the isthmus was said to have been inundated to about 1m and the tide was high at the time of the earthquake, but not necessarily at the time of the highest waves, the maximum height reached at the limit of inundation relative to sea level at time is estimated to have been about 3-4 m, the inland penetration at least 500 m. These are estimates, which need to be confirmed by numerical modelling or by comparison with a detailed topo map, as the situation is quite confusing with the uplift and the effect of tides.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/1/1855 21:02,23/1/1855 21:02,t,1,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,,23/1/1855 0:00,24/1/1855 0:00,d,2,night,4,3,,,500,,2,,4,4,1,,23-24/1/1855 0:00,23-24/1/1855 0:00,d,1,night,,,,,,,,,,,,,,,,,,,,,Boat washed inland,VI,VI,3,1,1a,,see source event,,see source event,see source event
