id,location_region,location_site,latitude,longitude,sitestatus,physical_characteristics,classification,date_min,date_max,inferred_date_range_min,inferred_date_range_max,age_max,age_min,inferred_age_range,time_scale_age,validity,natureofevidence,natureofevidencedesc,datingtechnique,geodatingtechnique,eventcomment,elevation,elevation_comment,est_min_landward_limit,est_min_landward_limit_comment,thickness,source_cause,source_cause_comment,sourcecertainty,source_location,source_lat,source_lon,proxies,references
"339","Wellington","Lyall Bay","-41.322","174.8018","Deposit absent","Pebbles on sand","Unknown","1000","1850","1000","1850","1000","1850","1000-1850","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Inferred","","Observations at highest point between Lyall and Evans Bays - pebbles in dunes","6",">6.00","500","","0.1","Quake","","Inferred","Cook Strait, Hikurangi","","","1,28","286"
"340","Wellington","Okupe Lagoon, Kapiti Island","-40.826379","174.945772","Deposit present","Marine mud overlying estuarine sand + layer of wood fragments","Prehistoric AD","900","1855","1250","1650","900","1855","1250-1650","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","Large peak in brackish marine diatoms","2","","350","","0.14","Quake","Point source provided for fault","Inferred","Wellington Fault","-41.1265","175.03","1,15,17,18,26,28,30","64"
"341","Tasman District","Awaroa Inlet","-40.8758","173","Deposit present","Silt peak in sand","Prehistoric AD","850","1250","1200","1250","850","1250","1200-1250","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Sediment Accumulation Rates","SAR: AD850-1225, based on C14 ages above and below.","2","","3500","","0.05","Quake","","Inferred","Taranaki, Taranaki Bight, Tasman Bay","","","1,2,5,11,12,27,28,29,30","53,104"
"342","Canterbury","Port Levy","-43.663164","172.820725","Deposit present","Gravels and silt in a silty soil matrix","Prehistoric AD","820","1865","1575","1604","820","1865","1575-1604","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation, Radiocarbon","Chronology cross -correlates with other Port Levy (pl3) and South American data","1","","35","","0.12","Quake","Probable 1575AD Chile or 1604AD Peru","Inferred","South America","","","1,5,11,17,26,28,30","130,131"
"343","Canterbury","Port Levy","-43.661315","172.811275","Deposit present","Medium sand in silt matrix","Prehistoric AD","820","1865","1575","1604","820","1865","1575-1604","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation, Radiocarbon","Chronology cross -correlates with Purau Bay and South American data","1.5","","38","","0.08","Quake","Probable 1575AD Chile or 1604AD Peru","Inferred","South America","","","1,5,11,28,30","130,131"
"344","Canterbury","Pigeon Bay","-43.688342","172.894861","Deposit present","Gravels and very fine sand in a silty soil matrix","Prehistoric AD","820","1865","1575","1604","820","1865","1575-1604","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","Chronology based on in-situ radiocarbon dates, cross-correlation with Purau Bay (pb1) , Port Levy (pl1 and pl3) and South American data","1.5","","30","","0.05","Quake","Probable 1575AD Chile or 1604AD Peru","Inferred","South America","","","1,5,6,11,17,20,28,30","109"
"345","West Coast","Okarito","-43.2","170.19","Deposit present","Coarse sand in vfs","Prehistoric AD","800","1050","800","1050","800","1050","800-1050","AD","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Sediment Accumulation Rates","SAR: Calculated between calibrated C14 dates","-1","","1000","","0.3","Quake","","Inferred","Alpine Fault","","","1,2,5,7,11,12,14,18,26,28,30","118,119"
"346","Canterbury","Purau Bay","-43.637828","172.754148","Deposit present","Fine sand in silty soil matrix","Prehistoric AD","590","1400","1020","1400","590","1400","1020-1400","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation, Radiocarbon","Chronology cross -correlates with Port Levy and South American data","3","","135","","0.02","Quake","Probable 1020-1180AD or 1280-1390AD Chilean or 1300-1400AD Peruvian","Inferred","South America","","","1,5,11,17,28,30","130,131"
"347","Canterbury","Port Levy","-43.663164","172.820725","Deposit present","Gravels and silt in a silty soil matrix","Prehistoric AD","590","1400","1020","1400","590","1400","1020-1400","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation, Radiocarbon","Chronology cross -correlates with other Port Levy (pl3) and South American data","1","","35","","0.04","Quake","Probable 1020-1180AD or 1280-1390AD Chilean or 1300-1400AD Peruvian","Inferred","South America","","","1,5,11,26,28,30","130,131"
"348","Canterbury","Port Levy","-43.661315","172.811275","Deposit present","Medium sand in silt matrix","Prehistoric AD","590","1400","1020","1400","590","1400","1020-1400","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","Chronology based on in-situ radiocarbon dates and South American data","1.5","","38","","0.15","Quake","Probable 1020-1180AD or 1280-1390AD Chilean or 1300-1400AD Peruvian","Inferred","South America","","","1,5,11,14,17,28,30","130,131"
"349","Canterbury","Purau Bay","-43.637828","172.754148","Deposit present","Fine sand in silty soil matrix","Prehistoric AD","440","800","440","800","440","800","440-800","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation, Radiocarbon","Chronology cross -correlates with Port Levy and South American data","3","","135","","0.02","Quake","Probable 440-650AD Chilean or 660-775AD Peruvian","Inferred","South America","","","1,5,11,28,30","130,131"
"350","Canterbury","Port Levy","-43.663164","172.820725","Deposit present","Gravels and silt in a silty soil matrix","Prehistoric AD","440","800","440","800","440","800","440-800","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation, Radiocarbon","Chronology cross -correlates with other Port Levy (pl3) and South American data","1","","35","","0.04","Quake","Probable 440-650AD Chilean or 660-775AD Peruvian","Inferred","South America","","","1,5,11,17,26,28,30","130,131"
"351","Canterbury","Port Levy","-43.661315","172.811275","Deposit present","Medium sand in silt matrix","Prehistoric AD","440","800","440","800","440","800","440-800","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","Chronology based on in-situ radiocarbon dates and South American data","1.5","","38","","0.04","Quake","Probable 440-650AD Chilean or 660-775AD Peruvian","Inferred","South America","","","1,11,14,17,28,30","130,131"
"352","Wellington","Okupe Lagoon, Kapiti Island","-40.826379","174.945772","Deposit present","Layer of pebbles & wood fragments with rounded pieces of pumice above","Prehistoric AD","300","1300","900","950","300","1300","900-950","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","Strat: Correlates with Taupo Swamp uplift. Age constrained by last Ohariu Fault earthquake (1000-1050 BP)","2","","350","","0.04","Quake","Point source provided for fault","Inferred","Ohariu Fault","-40.918","175.028","1,15,17,18,26,28,30","64"
"353","Auckland","Motuihe Island","-36.8047","174.9396","Deposit present","Shell and gravel in sand","Prehistoric AD","250","1950","1410","1460","250","1950","1410-1460","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: Poor dating, AD254 to present, contaminated; Strat: Beneath poorly developed soil on windblown sand. Could be anthropogenic.","10.7","","60","","0.12","Eruption","","Inferred","Rangitoto","-36.7862","174.8592","1,2,5,12,14,28","194"
"354","Bay of Plenty","Papamoa","-37.7277","176.2965","Deposit present","Sandy peat + subsidence","Prehistoric AD","250","350","250","350","250","350","250-350","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Between Taupo and Kaharoa tephras - unpublished C14 ages on downed trees places age in 1300-1700 yr BP, probably 1600-1700 yr BP. Includes Maniatutu/Poplar/Parton Roads","10","","2500","","0.01","Eruption","","Inferred","Taupo Eruption","-38.8","175.9","1,2,16,27,28,30","33,96"
"355","Hawke's Bay","Clive","-39.5915","176.9326","Deposit present","Sand in mud","Prehistoric AD","150","300","150","300","150","300","150-300","AD","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Directly associated with Taupo pumice","1","","400","","0.2","Eruption","","Inferred","Taupo Eruption","-38.8","175.9","1,2,5,6,11,12,14,17,28,30","102"
"356","Wellington","Kapiti-Horowhenua","-40.8","175.08","Deposit present","Coastal dune remobilsation","Prehistoric AD","150","300","150","300","150","300","150-300","AD","Moderate (5-8 criteria)","Secondary","Geomorphic","Geological data","Stratigraphic Correlation","Strat: Remobilisation (of Motuiti dunes) contemporaneous with Kapiti Is. + Abel Tasman tsunami","","","","","","Eruption","","Inferred","Taupo Eruption","-38.8","175.9","26,27,28,29,30","124"
"357","Bay of Plenty","Matakana Island","-37.6287","176.146","Deposit present","Eroded barrier ends+dunes","Prehistoric AD","150","300","150","300","150","300","150-300","AD","Poor (1-4 criteria)","Secondary","Geomorphic","Geological data","Stratigraphic Correlation, Radiocarbon","Strat/C14: NW end only - Post Waimahia/pre Kaharoa, C14 based age of around 1700 yr BP","5","","5000","","","Eruption","","Inferred","Taupo Eruption","-38.8","175.9","26,28,30","33,269"
"358","Wellington","Okupe Lagoon, Kapiti Island","-40.8258","174.9475","Deposit present","Pebbles in silt","Prehistoric AD","150","300","150","300","150","300","150-300","AD","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: Bracketed between AD775-972 (1 SD only) and BC1436-1101. Could be AD500 Wellington fault, but regional correlation favours Taupo","2","","350","","0.1","Eruption","","Inferred","Taupo Eruption","-38.8","175.9","1,2,5,7,12,14,17,18,19,28,30","117"
"359","Hawke's Bay","Porangahau","-40.2176","176.7684","Deposit present","Medium sand in mud","Prehistoric AD","150","300","150","300","150","300","150-300","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Taupo Tephra in deposit and sediment accumulation rates indicate timing with Taupo. Links to similar sites in Hawke's Bay","3","","250","","0.15","Eruption","","Inferred","Taupo Eruption","-38.8","175.9","1,2,5,6,12,17,28,30","102"
"360","Tasman District","Awaroa Inlet","-40.8758","173","Deposit present","Silt peak in sand","Prehistoric AD","150","300","150","300","150","300","150-300","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Immediately beneath C14 AD242-404","2","","3500","","0.05","Eruption","","Inferred","Taupo Eruption","-38.8","175.9","1,2,5,11,12,27,28,29,30","104,189"
"361","Bay of Plenty","Jacobs Creek","-37.9935","177.2178","Deposit present","Marine influence in geochem","Prehistoric BC","-200","0","-200","0","2200","2000","2200-2000","BP","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Between Taupo and Mapara tephras, 1900-2200 yr BP.","1","","250","","","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","11","33"
"362","Hawke's Bay","Clive","-39.5915","176.9326","Deposit present","Sand in mud","Prehistoric BC","-500","0","-300","-250","2500","2000","2300-2250","BP","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Sediment Accumulation Rates","SAR: Linked with uplift events noted along the coast - refer to ref to details","1","","400","","0.1","Quake","","Inferred","Hikurangi","","","1,2,3,5,6,11,12,17,28,30","102"
"363","West Coast","Tunnel Bay, Saltwater Lagoon","-43.0955","170.3884","Deposit present","Drowned forrest","Prehistoric BC","-710","-340","-710","-700","2710","2340","2710-2700","BP","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","Tsunami caused following subsidence and burial of soil. Tentative linkage with Okarito Lagoon","","","10","","","Quake","Possibly rupture of associated fault","Inferred","Alpine Fault","-43.1981","170.542","16,28,30","59"
"364","Bay of Plenty","Athenree, Waihi Beach","-37.4311","175.9573","Deposit present","Coarse-fine sand in silt","Prehistoric BC","-800","-600","-800","-600","2800","2600","2800-2600","BP","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Based upon Taupo tephra.","1","","450","","0.45","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,2,5,6,7,12,14,17,27,28,29,30","33,97,127"
"365","Bay of Plenty","Jacobs Creek","-37.9935","177.2178","Deposit present","Sand in fine silt","Prehistoric BC","-800","-600","-800","-600","2800","2600","2800-2600","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Based upon Mapara tephra (2200 BP) - immediately below and correlation with other BOP sites","1","","250","","0.1","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,2,5,7,11,13,28,30","33,97,127"
"366","Bay of Plenty","Ohiwa Harbour","-38.0211","177.1005","Deposit present","sand/shell over 2m subsidence","Prehistoric BC","-800","-600","-800","-600","2800","2600","2800-2600","BP","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: ~2600 BP estimated in both publications based on C14 dates above and/or below contact - large subsidence event","-2","","4000","","0.3","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,2,5,6,7,11,12,14,16,17,18,26,28,30","33,127,157"
"367","Bay of Plenty","Papamoa","-37.7277","176.2965","Unknown","Vegetation change - drowned","Prehistoric BC","-800","-600","-800","-600","2800","2600","2800-2600","BP","Poor (1-4 criteria)","Secondary","Geomorphic","Geological data","Stratigraphic Correlation","Strat: Based upon tephra ages - closer to 2700 BP than 2100 BP","2","","3000","","","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","16,28,30","50,96,127,221"
"368","Bay of Plenty","Waihi Beach","-37.4364","175.9522","Deposit present","Chaotic coarse sand/shell in ms","Prehistoric BC","-800","-600","-800","-600","2800","2600","2800-2600","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Based upon tephra ages - immediately beneath Taupo/correlation with other BOP sites","2","","1200","","0.5","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,2,5,11,12,14,17,28,30","33,97,127"
"369","West Coast","Okarito","-43.2","170.19","Deposit present","Coarse sand in vfs","Prehistoric BC","-950","-700","-950","-700","2950","2700","2950-2700","BP","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Sediment Accumulation Rates","SAR: recalculated rates between C14 dates","-1.7","","1000","","0.5","Quake","","Inferred","Alpine Fault","","","1,2,5,7,11,12,14,18,28,30","118,119"
"370","Auckland","Harataonga Bay, Great Barrier Island","-36.169071","175.489256","Deposit present","Gravel/coarse sand over silt","Prehistoric BC","-1000","-700","-1000","-700","3000","2700","3000-2700","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: Dates to approx BC1050-760 = ~2700-3000 BP","5","","50","50+","0.12","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,2,4,5,6,7,19,27,28,30","227"
"371","Otago","Lake Waihola","-46.0031","170.0961","Deposit present","Marine diatoms in mud","Prehistoric BC","-1200","-300","-1200","-300","3200","2300","3200-2300","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Sediment Accumulation Rates","SAR: Occured somewhere between 2300-3200 yr BP, possible link with Akatore fault rupture: post 3800 yr BP","0","","10000","","0.01","Quake","","Inferred","Puysegur Trench, Akatore","","","1,17,27,28,29,30","266"
"372","Bay of Plenty","Hopping Farm, Tauriko","-37.7386","176.0965","Deposit present","Dead trees underlying silt","Prehistoric BC","-1300","-900","-1300","-900","3300","2900","3300-2900","BP","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","de Lange and Mooon propose White Island source","5","","7000","","1","Flank collapse","Also possible Tonga-Kermadec EQ","Inferred","Whakaari, White Island","-37.52","177.181","1,2,5,12,16,17,27,29,30","33,78,96,127"
"373","Marlborough District","D'Urville Island","-40.809165","173.805586","Deposit present","Marine sand overlying mud","Prehistoric BC","-1300","-1000","-1300","-1000","3300","3000","3300-3000","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Sediment Accumulation Rates","","5","","380","","0.15","Quake","","Inferred","Taranaki, Taranaki Bight","-40.5651","172.7488","1,11,14,17,26,27,28,29","67,336"
"374","West Coast","Tunnel Bay, Saltwater Lagoon","-43.0955","170.3884","Deposit present","Marine sand overlying buried soil","Prehistoric BC","-1360","-1080","-1360","-1265","3360","3080","3360-3265","BP","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","Tsunami caused following subsidence and burial of soil. Tentative linkage with Okarito Lagoon","-0.05","","10","","0.1","Quake","Possibly rupture of associated fault","Inferred","Alpine Fault","-43.1981","170.542","1,2,5,7,9,11,16,17,28,30","59"
"375","Wellington","Okupe Lagoon, Kapiti Island","-40.8258","174.9475","Deposit present","Pebbles/sand in silt","Prehistoric BC","-1400","-1050","-1400","-1050","3400","3050","3400-3050","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: BC1436-1101; 3050-3400 BP. See ref for details.","2","","350","","0.15","Quake","","Inferred","Taranaki, Taranaki Bight","","","1,2,5,6,12,14,18,19","117"
"376","Hawke's Bay","Porangahau","-40.2176","176.7684","Deposit present","Coarse sand in mud","Prehistoric BC","-1400","-1000","-1400","-1000","3400","3000","3400-3000","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Sediment Accumulation Rates","SAR: Based on C14 age above and seismic activity in the area - refer to ref for details","3","","250","","0.2","Quake","","Inferred","Hikurangi","","","1,2,5,11,12,17,28,30","102"
"377","Hawke's Bay","Tahaenui River","-39.049","177.6674","Unknown","Waterlain ash and clay","Prehistoric BC","-1400","-1000","-1400","-1000","3400","3000","3400-3000","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Waimahia Tephra ~3200 BP and clay with loading structures were laid down in water","2","","150","","2","Quake","","Inferred","Hawke's Bay, Hikurangi","","","1,2,7,28,30","295"
"378","Hawke's Bay","Te Paeroa, Wairoa","-39.048","177.5138","Deposit present","Geochemical change in muds","Prehistoric BC","-1400","-1200","-1400","-1200","3400","3200","3400-3200","BP","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Sediment Accumulation Rates","SAR: ~3200  BP. Runup 20m to overtop dunes","-3","","1500","","0","Quake","","Inferred","Hawke's Bay, Hikurangi","","","11","56"
"379","Hawke's Bay","Ahuriri Lagoon, Napier","-39.485913","176.882","Deposit present","Peat over ash - subsidence","Prehistoric BC","-1500","250","-1500","250","3500","1750","3500-1750","BP","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: AD200-BC1550; 1750-3500 yr BP. Large age range.","-0.5","","2000","","0.08","Quake","","Inferred","Hawke's Bay, Hikurangi","","","12,16,28,30","163"
"380","Hawke's Bay","Opoutama","-39.05","177.835","Deposit present","Sand in silt","Prehistoric BC","-1600","-1200","-1600","-1200","3600","3200","3600-3200","BP","Excellent (9+ criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: 3280+/-20 C14 yr BP, or ~3200 BP for Waimahia Tephra - more work needed. See reference for chronology.","-9","","2000","","0.09","Quake","","Inferred","Hawke's Bay, Hikurangi","","","1,5,6,12,17,18,19,28,30","63"
"381","Canterbury","Estuary Park","-43.55","172.7","Deposit present","Coarsening then fining-upwards medium marine sand/silt","Prehistoric BC","-1700","-1400","-1700","-1400","3700","3400","3700-3400","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","At time of inundation would have been part of Avon-Heathcote Estuary (Ihutai)","-1","","50","","0.15","Quake","Maybe related to local Pegasus Bay event","Inferred","Chile, Chile (North), Peru, Peru (South)","-17.879999","-70.940002","1,2,5,6,11,15,17,28,30","105,107"
"382","Canterbury","Bill's Cave, Redcliffs","-43.557906","172.7331","Deposit present","Coarse shelly maine sand with shell layer","Prehistoric BC","-1700","-1400","-1700","-1400","3700","3400","3700-3400","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","","-0.4","","250","","0.1","Quake","Maybe related to local Pegasus Bay event","Inferred","Chile, Chile (North), Peru, Peru (South)","-17.879999","-70.940002","15,27,28,30","107,115,205"
"383","West Coast","Okarito","-43.2","170.19","Deposit present","Coarse sand in vfs","Prehistoric BC","-2100","-1250","-2100","-1250","4100","3250","4100-3250","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Sediment Accumulation Rates","SAR: recalculated rates between C14 dates","-2.5","","1000","","0.25","Quake","","Inferred","Alpine Fault","","","1,2,5,7,11,12,14,18,28","118,119"
"384","Canterbury","Bill's Cave, Redcliffs","-43.5579","172.7331","Deposit present","Shells in cave roof","Prehistoric BC","-2450","-2050","-2450","-2050","4450","4050","4450-4050","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: BC2482-2121 or 4432-4071 BP. See ref for details","5","","200","","","Quake","","Inferred","South America, Pegasus Bay","","","14,27,28,30","115,205"
"385","Canterbury","Estuary Park","-43.55","172.7","Deposit present","Fining-upwards coarse marine sand to organic-rich silt","Prehistoric BC","-2450","-2050","-2450","-2050","4450","4050","4450-4050","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","At time of inundation would have been part of Avon-Heathcote Estuary (Ihutai)","-1.3","","50","","0.15","Quake","Possible local source","Inferred","Peru, Peru (North)","-10","-80.4","1,2,5,6,11,15,17,28,30","105"
"386","West Coast","Tunnel Bay, Saltwater Lagoon","-43.0955","170.3884","Deposit present","Drowned forrest","Prehistoric BC","-2830","-2540","-3000","-2800","4830","4540","5000-4800","BP","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","Tsunami caused following subsidence and burial of soil. Tentative linkage with Okarito Lagoon","","","10","","","Quake","Possibly rupture of associated fault","Inferred","Alpine Fault","-43.1981","170.542","16,28,30","59"
"387","Hawke's Bay","Te Paeroa, Wairoa","-39.048","177.5138","Deposit present","Geochemical change in muds","Prehistoric BC","-2900","-2700","-2800","-2800","4900","4700","4800-4800","BP","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Sediment Accumulation Rates","SAR: Geochemical (S) changes only. Runup 20m to overtop dunes","-3","","2200","","0.1","Quake","","Inferred","Hawke's Bay, Hikurangi","","","11,28,30","56"
"388","Chatham Islands","Chatham Island","-43.819258","-176.480933","Deposit present","Coastal dune remobilsation","Prehistoric BC","-3000","-200","-200","0","5000","2200","2200-2000","BP","Poor (1-4 criteria)","Secondary","Geomorphic","Geological data","Stratigraphic Correlation","Strat: Remobilised dunes require major event to move - refer to reference for dates","","","","","","Quake","","Inferred","South America, Tonga-Kermadec, Hikurangi","","","26","198"
"389","Hawke's Bay","Clive","-39.5915","176.9326","Deposit present","Sand in mud","Prehistoric BC","-3000","-2600","-3000","-2600","5000","4600","5000-4600","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Sediment Accumulation Rates","SAR: Based upon C14 age above and seismic activity in area. See ref for details","2","","400","","0.15","Quake","","Inferred","Hikurangi","","","1,2,5,6,17,28,30","102"
"390","Hawke's Bay","Opoho, Wairoa","-39.0468","177.625","Deposit present","Fine sand/cay in silt","Prehistoric BC","-3000","-2600","-3000","-2600","5000","4600","5000-4600","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Associated with Waimahia Tephra ~4800 BP","-2","","750","","0.16","Quake","","Inferred","Hawke's Bay, Hikurangi","","","1,5,6,15,28,30","63"
"391","Canterbury","Avon-Heathcote Estuary","-43.565","172.7052","Deposit present","Coarse sand/shell in vfs","Prehistoric BC","-3250","-2800","-3250","-2800","5250","4800","5250-4800","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: BC3280-2880; 5230-4830 BP. See ref for details","1.2","","2000","","0.15","Quake","","Inferred","South America, Pegasus Bay","","","1,2,5,14,17,28,30","115,205"
"392","Wellington","Okupe Lagoon, Kapiti Island","-40.8258","174.9475","Deposit present","Pebbles in silt/sand","Prehistoric BC","-3300","-2800","-3300","-2800","5300","4800","5300-4800","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: BC3336-2892, 4842-5286 BP. See ref for details","2","","350","","0.25","Quake","","Inferred","Taranaki, Taranaki Bight","","","1,2,5,12,18,19,28,30","117"
"393","Tasman District","Cable Bay","-41.1592","173.4119","Deposit present","Boulder bank emplacement","Prehistoric BC","-3500","-3000","-3360","-3360","5500","5000","5360-5360","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Sediment Accumulation Rates","SAR: Based on C14 ages in three cores. Authors infer storm deposition, this seems highly unlikely","6","","50","","4","Quake","","Inferred","Taranaki, Taranaki Bight","","","1,5,26,27,28,29","150"
"394","West Coast","Okarito","-43.2","170.19","Deposit present","Coarse sand in vfs","Prehistoric BC","-3650","-2800","-3650","-2950","5650","4800","5650-4950","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Sediment Accumulation Rates","SAR: recalculated rates between C14 dates","-3.2","","1000","","0.45","Quake","","Inferred","Alpine Fault","","","1,2,5,7,11,12,14,18,28","118,119"
"395","Bay of Plenty","Waiotahi Estuary","-38.0044","177.1954","Deposit present","Subsidence on Waiotahi Fault","Prehistoric BC","-3900","-3600","-3900","-3600","5900","5600","5900-5600","BP","Poor (1-4 criteria)","Secondary","Geomorphic","Geological data","Radiocarbon","C14: Subsidence dated to 5400+/-183 C14 yr BP = ~5750 BP","","","2000","","","Quake","","Inferred","Waiotahai Fault","-38.0044","177.1165","26,28","191"
"396","Chatham Islands","Chatham Island","-43.819258","-176.480933","Deposit present","Coastal dune remobilsation","Prehistoric BC","-4000","-2000","-4000","-2000","6000","4000","6000-4000","BP","Moderate (5-8 criteria)","Secondary","Geomorphic","Geological data","Stratigraphic Correlation","Strat: Remobilised dunes require major event to move them - around 5000 BP +/- 1000 years","","","","","","Quake","","Inferred","South America, Tonga-Kermadec, Hikurangi","","","26,27,28,29","198"
"397","Bay of Plenty","Matakana Island","-37.6287","176.146","Deposit present","Eroded barrier ends+dunes","Prehistoric BC","-4000","-3000","-4000","-3000","6000","5000","6000-5000","BP","Moderate (5-8 criteria)","Secondary","Geomorphic","Geological data","Stratigraphic Correlation, Radiocarbon","Strat/C14: NW end only - Pre Waimahia/post start barrier, C14 based age of younger than 6000 BP","5","","2000","","","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","26,27,28,29,30","33,269"
"398","Northland","Kaituna Bay, Mimiwhangata","-35.4287","174.4298","Deposit present","Sand in lake/Pebbles in soil","Prehistoric BC","-4200","-700","-900","-700","6200","2700","2900-2700","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: Close in date to 2720+/-32 C14 yr BP","2.5","","100","","0.1","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,5,19,28,30","54,127,253"
"399","Hawke's Bay","Opoho, Wairoa","-39.0468","177.625","Deposit present","Chaotic sand mix","Prehistoric BC","-4300","-4100","-4300","-4100","6300","6100","6300-6100","BP","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: Based on accumulation rates between C14 dates - possible tsunami? Authors infer age of 6500 BP but omit to consider age reversal.","-5","","750","","0.03","Quake","","Inferred","Hawke's Bay, Hikurangi","","","1,2,5,6,12,14,18,19,28","63"
